"행정구역","2024년01월_계_총인구수","2024년01월_계_연령구간인구수","2024년01월_계_0~9세","2024년01월_계_10~19세","2024년01월_계_20~29세","2024년01월_계_30~39세","2024년01월_계_40~49세","2024년01월_계_50~59세","2024년01월_계_60~69세","2024년01월_계_70~79세","2024년01월_계_80~89세","2024년01월_계_90~99세","2024년01월_계_100세 이상","2024년01월_남_총인구수","2024년01월_남_연령구간인구수","2024년01월_남_0~9세","2024년01월_남_10~19세","2024년01월_남_20~29세","2024년01월_남_30~39세","2024년01월_남_40~49세","2024년01월_남_50~59세","2024년01월_남_60~69세","2024년01월_남_70~79세","2024년01월_남_80~89세","2024년01월_남_90~99세","2024년01월_남_100세 이상","2024년01월_여_총인구수","2024년01월_여_연령구간인구수","2024년01월_여_0~9세","2024년01월_여_10~19세","2024년01월_여_20~29세","2024년01월_여_30~39세","2024년01월_여_40~49세","2024년01월_여_50~59세","2024년01월_여_60~69세","2024년01월_여_70~79세","2024년01월_여_80~89세","2024년01월_여_90~99세","2024년01월_여_100세 이상","2024년02월_계_총인구수","2024년02월_계_연령구간인구수","2024년02월_계_0~9세","2024년02월_계_10~19세","2024년02월_계_20~29세","2024년02월_계_30~39세","2024년02월_계_40~49세","2024년02월_계_50~59세","2024년02월_계_60~69세","2024년02월_계_70~79세","2024년02월_계_80~89세","2024년02월_계_90~99세","2024년02월_계_100세 이상","2024년02월_남_총인구수","2024년02월_남_연령구간인구수","2024년02월_남_0~9세","2024년02월_남_10~19세","2024년02월_남_20~29세","2024년02월_남_30~39세","2024년02월_남_40~49세","2024년02월_남_50~59세","2024년02월_남_60~69세","2024년02월_남_70~79세","2024년02월_남_80~89세","2024년02월_남_90~99세","2024년02월_남_100세 이상","2024년02월_여_총인구수","2024년02월_여_연령구간인구수","2024년02월_여_0~9세","2024년02월_여_10~19세","2024년02월_여_20~29세","2024년02월_여_30~39세","2024년02월_여_40~49세","2024년02월_여_50~59세","2024년02월_여_60~69세","2024년02월_여_70~79세","2024년02월_여_80~89세","2024년02월_여_90~99세","2024년02월_여_100세 이상","2024년03월_계_총인구수","2024년03월_계_연령구간인구수","2024년03월_계_0~9세","2024년03월_계_10~19세","2024년03월_계_20~29세","2024년03월_계_30~39세","2024년03월_계_40~49세","2024년03월_계_50~59세","2024년03월_계_60~69세","2024년03월_계_70~79세","2024년03월_계_80~89세","2024년03월_계_90~99세","2024년03월_계_100세 이상","2024년03월_남_총인구수","2024년03월_남_연령구간인구수","2024년03월_남_0~9세","2024년03월_남_10~19세","2024년03월_남_20~29세","2024년03월_남_30~39세","2024년03월_남_40~49세","2024년03월_남_50~59세","2024년03월_남_60~69세","2024년03월_남_70~79세","2024년03월_남_80~89세","2024년03월_남_90~99세","2024년03월_남_100세 이상","2024년03월_여_총인구수","2024년03월_여_연령구간인구수","2024년03월_여_0~9세","2024년03월_여_10~19세","2024년03월_여_20~29세","2024년03월_여_30~39세","2024년03월_여_40~49세","2024년03월_여_50~59세","2024년03월_여_60~69세","2024년03월_여_70~79세","2024년03월_여_80~89세","2024년03월_여_90~99세","2024년03월_여_100세 이상","2024년04월_계_총인구수","2024년04월_계_연령구간인구수","2024년04월_계_0~9세","2024년04월_계_10~19세","2024년04월_계_20~29세","2024년04월_계_30~39세","2024년04월_계_40~49세","2024년04월_계_50~59세","2024년04월_계_60~69세","2024년04월_계_70~79세","2024년04월_계_80~89세","2024년04월_계_90~99세","2024년04월_계_100세 이상","2024년04월_남_총인구수","2024년04월_남_연령구간인구수","2024년04월_남_0~9세","2024년04월_남_10~19세","2024년04월_남_20~29세","2024년04월_남_30~39세","2024년04월_남_40~49세","2024년04월_남_50~59세","2024년04월_남_60~69세","2024년04월_남_70~79세","2024년04월_남_80~89세","2024년04월_남_90~99세","2024년04월_남_100세 이상","2024년04월_여_총인구수","2024년04월_여_연령구간인구수","2024년04월_여_0~9세","2024년04월_여_10~19세","2024년04월_여_20~29세","2024년04월_여_30~39세","2024년04월_여_40~49세","2024년04월_여_50~59세","2024년04월_여_60~69세","2024년04월_여_70~79세","2024년04월_여_80~89세","2024년04월_여_90~99세","2024년04월_여_100세 이상"
"경상남도 창원시 (4812000000)","1,008,228","1,008,228","66,537","96,669","110,285","120,944","159,421","182,125","162,230","74,372","31,233","4,335","77","510,299","510,299","34,159","50,179","62,334","64,783","81,833","90,169","80,065","34,889","11,049","825","14","497,929","497,929","32,378","46,490","47,951","56,161","77,588","91,956","82,165","39,483","20,184","3,510","63","1,006,593","1,006,593","66,013","96,375","109,410","120,349","159,171","182,210","162,547","74,757","31,311","4,370","80","509,561","509,561","33,880","50,073","61,899","64,526","81,754","90,226","80,191","35,073","11,089","836","14","497,032","497,032","32,133","46,302","47,511","55,823","77,417","91,984","82,356","39,684","20,222","3,534","66","1,005,519","1,005,519","65,552","96,007","108,750","120,423","158,612","181,862","163,101","75,312","31,384","4,436","80","509,049","509,049","33,662","49,852","61,605","64,596","81,460","90,051","80,442","35,355","11,143","869","14","496,470","496,470","31,890","46,155","47,145","55,827","77,152","91,811","82,659","39,957","20,241","3,567","66","1,004,693","1,004,693","65,098","95,929","108,181","120,482","158,018","181,790","163,461","75,590","31,601","4,465","78","508,579","508,579","33,416","49,793","61,289","64,646","81,178","90,046","80,546","35,547","11,224","880","14","496,114","496,114","31,682","46,136","46,892","55,836","76,840","91,744","82,915","40,043","20,377","3,585","64"
"경상남도 창원시 의창구 (4812100000)","212,927","212,927","14,423","19,255","24,226","26,168","32,424","40,229","35,188","14,300","5,877","824","13","108,307","108,307","7,330","9,992","13,721","14,007","16,740","19,573","17,840","6,984","1,973","146","1","104,620","104,620","7,093","9,263","10,505","12,161","15,684","20,656","17,348","7,316","3,904","678","12","212,543","212,543","14,314","19,162","24,090","26,049","32,361","40,183","35,256","14,407","5,878","830","13","108,168","108,168","7,282","9,932","13,679","13,947","16,718","19,573","17,882","7,035","1,975","144","1","104,375","104,375","7,032","9,230","10,411","12,102","15,643","20,610","17,374","7,372","3,903","686","12","212,213","212,213","14,214","19,083","23,908","26,031","32,262","40,062","35,407","14,523","5,866","843","14","107,975","107,975","7,228","9,902","13,595","13,926","16,690","19,489","17,932","7,101","1,967","144","1","104,238","104,238","6,986","9,181","10,313","12,105","15,572","20,573","17,475","7,422","3,899","699","13","212,105","212,105","14,149","19,058","23,786","26,073","32,136","40,039","35,506","14,574","5,927","843","14","107,913","107,913","7,169","9,894","13,528","13,959","16,634","19,488","17,964","7,131","2,001","144","1","104,192","104,192","6,980","9,164","10,258","12,114","15,502","20,551","17,542","7,443","3,926","699","13"
"경상남도 창원시 성산구 (4812300000)","244,866","244,866","16,092","24,258","31,831","34,191","37,450","49,223","36,430","10,751","3,947","681","12","124,898","124,898","8,201","12,649","18,113","18,513","18,416","23,316","18,879","5,361","1,329","119","2","119,968","119,968","7,891","11,609","13,718","15,678","19,034","25,907","17,551","5,390","2,618","562","10","244,115","244,115","15,948","24,106","31,475","34,027","37,340","49,146","36,576","10,854","3,943","687","13","124,523","124,523","8,117","12,586","17,936","18,437","18,393","23,274","18,920","5,407","1,326","125","2","119,592","119,592","7,831","11,520","13,539","15,590","18,947","25,872","17,656","5,447","2,617","562","11","243,755","243,755","15,825","24,008","31,306","34,019","37,189","48,997","36,771","10,975","3,961","691","13","124,385","124,385","8,073","12,508","17,855","18,470","18,314","23,216","18,999","5,475","1,345","128","2","119,370","119,370","7,752","11,500","13,451","15,549","18,875","25,781","17,772","5,500","2,616","563","11","243,411","243,411","15,735","23,940","31,132","34,067","37,001","48,887","36,919","11,023","3,996","699","12","124,185","124,185","8,028","12,455","17,751","18,485","18,269","23,149","19,041","5,525","1,354","126","2","119,226","119,226","7,707","11,485","13,381","15,582","18,732","25,738","17,878","5,498","2,642","573","10"
"경상남도 창원시 마산합포구 (4812500000)","179,158","179,158","11,483","14,752","17,011","19,579","26,847","28,954","32,211","18,678","8,430","1,188","25","88,958","88,958","5,967","7,579","9,450","10,315","14,150","14,600","15,235","8,452","2,986","216","8","90,200","90,200","5,516","7,173","7,561","9,264","12,697","14,354","16,976","10,226","5,444","972","17","178,910","178,910","11,376","14,764","16,886","19,421","26,867","28,965","32,204","18,747","8,454","1,203","23","88,828","88,828","5,896","7,607","9,376","10,265","14,157","14,606","15,222","8,474","2,994","223","8","90,082","90,082","5,480","7,157","7,510","9,156","12,710","14,359","16,982","10,273","5,460","980","15","179,137","179,137","11,347","14,783","16,859","19,507","26,840","28,934","32,254","18,890","8,479","1,222","22","88,943","88,943","5,879","7,622","9,373","10,304","14,136","14,584","15,258","8,537","3,006","236","8","90,194","90,194","5,468","7,161","7,486","9,203","12,704","14,350","16,996","10,353","5,473","986","14","179,218","179,218","11,281","14,804","16,734","19,587","26,835","28,927","32,313","18,958","8,516","1,240","23","88,992","88,992","5,839","7,631","9,312","10,346","14,135","14,579","15,290","8,588","3,021","243","8","90,226","90,226","5,442","7,173","7,422","9,241","12,700","14,348","17,023","10,370","5,495","997","15"
"경상남도 창원시 마산회원구 (4812700000)","180,296","180,296","9,898","16,935","18,129","18,430","27,536","32,689","32,094","17,099","6,702","769","15","89,904","89,904","5,067","8,825","9,989","9,828","14,116","16,342","15,262","7,812","2,507","155","1","90,392","90,392","4,831","8,110","8,140","8,602","13,420","16,347","16,832","9,287","4,195","614","14","180,552","180,552","9,951","16,916","18,004","18,514","27,549","32,780","32,129","17,175","6,746","771","17","90,067","90,067","5,099","8,845","9,934","9,865","14,124","16,370","15,283","7,850","2,542","154","1","90,485","90,485","4,852","8,071","8,070","8,649","13,425","16,410","16,846","9,325","4,204","617","16","180,302","180,302","9,902","16,800","17,878","18,543","27,433","32,686","32,196","17,288","6,776","784","16","89,952","89,952","5,073","8,779","9,888","9,883","14,055","16,333","15,318","7,911","2,553","158","1","90,350","90,350","4,829","8,021","7,990","8,660","13,378","16,353","16,878","9,377","4,223","626","15","180,072","180,072","9,810","16,802","17,786","18,487","27,320","32,691","32,200","17,344","6,835","783","14","89,809","89,809","5,031","8,778","9,826","9,867","13,981","16,356","15,290","7,941","2,580","158","1","90,263","90,263","4,779","8,024","7,960","8,620","13,339","16,335","16,910","9,403","4,255","625","13"
"경상남도 창원시 진해구 (4812900000)","190,981","190,981","14,641","21,469","19,088","22,576","35,164","31,030","26,307","13,544","6,277","873","12","98,232","98,232","7,594","11,134","11,061","12,120","18,411","16,338","12,849","6,280","2,254","189","2","92,749","92,749","7,047","10,335","8,027","10,456","16,753","14,692","13,458","7,264","4,023","684","10","190,473","190,473","14,424","21,427","18,955","22,338","35,054","31,136","26,382","13,574","6,290","879","14","97,975","97,975","7,486","11,103","10,974","12,012","18,362","16,403","12,884","6,307","2,252","190","2","92,498","92,498","6,938","10,324","7,981","10,326","16,692","14,733","13,498","7,267","4,038","689","12","190,112","190,112","14,264","21,333","18,799","22,323","34,888","31,183","26,473","13,636","6,302","896","15","97,794","97,794","7,409","11,041","10,894","12,013","18,265","16,429","12,935","6,331","2,272","203","2","92,318","92,318","6,855","10,292","7,905","10,310","16,623","14,754","13,538","7,305","4,030","693","13","189,887","189,887","14,123","21,325","18,743","22,268","34,726","31,246","26,523","13,691","6,327","900","15","97,680","97,680","7,349","11,035","10,872","11,989","18,159","16,474","12,961","6,362","2,268","209","2","92,207","92,207","6,774","10,290","7,871","10,279","16,567","14,772","13,562","7,329","4,059","691","13"
"경상남도 진주시 (4817000000)","340,520","340,520","23,246","33,800","40,638","38,931","50,256","57,980","51,534","27,599","14,353","2,135","48","168,126","168,126","11,979","17,679","22,266","20,535","24,761","28,696","24,709","12,319","4,763","414","5","172,394","172,394","11,267","16,121","18,372","18,396","25,495","29,284","26,825","15,280","9,590","1,721","43","340,053","340,053","23,078","33,775","40,379","38,784","50,114","57,986","51,635","27,687","14,402","2,166","47","167,938","167,938","11,907","17,667","22,132","20,488","24,702","28,712","24,733","12,370","4,803","417","7","172,115","172,115","11,171","16,108","18,247","18,296","25,412","29,274","26,902","15,317","9,599","1,749","40","340,037","340,037","22,915","33,805","40,395","38,807","49,910","57,937","51,709","27,898","14,414","2,201","46","167,907","167,907","11,812","17,689","22,140","20,478","24,598","28,706","24,764","12,461","4,830","422","7","172,130","172,130","11,103","16,116","18,255","18,329","25,312","29,231","26,945","15,437","9,584","1,779","39","339,883","339,883","22,736","33,829","40,348","38,813","49,747","57,911","51,796","27,976","14,441","2,240","46","167,871","167,871","11,721","17,682","22,158","20,473","24,523","28,701","24,824","12,503","4,849","430","7","172,012","172,012","11,015","16,147","18,190","18,340","25,224","29,210","26,972","15,473","9,592","1,810","39"
"경상남도 통영시 (4822000000)","120,327","120,327","6,564","12,368","9,203","10,086","19,307","21,827","22,344","12,252","5,629","735","12","60,424","60,424","3,307","6,360","5,257","5,174","10,179","11,489","10,921","5,725","1,882","130","0","59,903","59,903","3,257","6,008","3,946","4,912","9,128","10,338","11,423","6,527","3,747","605","12","119,963","119,963","6,457","12,324","9,120","9,964","19,227","21,824","22,350","12,316","5,620","749","12","60,242","60,242","3,231","6,363","5,217","5,108","10,135","11,495","10,934","5,751","1,870","137","1","59,721","59,721","3,226","5,961","3,903","4,856","9,092","10,329","11,416","6,565","3,750","612","11","119,767","119,767","6,376","12,304","9,055","9,892","19,175","21,787","22,392","12,399","5,622","753","12","60,141","60,141","3,198","6,348","5,170","5,074","10,107","11,478","10,966","5,785","1,872","142","1","59,626","59,626","3,178","5,956","3,885","4,818","9,068","10,309","11,426","6,614","3,750","611","11","119,591","119,591","6,286","12,307","9,033","9,828","19,094","21,763","22,426","12,435","5,657","748","14","60,048","60,048","3,158","6,333","5,172","5,037","10,059","11,463","10,996","5,814","1,881","134","1","59,543","59,543","3,128","5,974","3,861","4,791","9,035","10,300","11,430","6,621","3,776","614","13"
"경상남도 사천시 (4824000000)","109,073","109,073","6,383","10,159","9,674","10,370","16,540","19,041","18,288","11,163","6,404","1,035","16","55,167","55,167","3,287","5,245","5,885","5,747","8,648","10,145","9,010","4,947","2,070","181","2","53,906","53,906","3,096","4,914","3,789","4,623","7,892","8,896","9,278","6,216","4,334","854","14","108,978","108,978","6,331","10,140","9,624","10,312","16,512","19,094","18,299","11,201","6,397","1,052","16","55,130","55,130","3,267","5,237","5,862","5,729","8,624","10,188","9,008","4,963","2,062","188","2","53,848","53,848","3,064","4,903","3,762","4,583","7,888","8,906","9,291","6,238","4,335","864","14","108,943","108,943","6,280","10,118","9,609","10,319","16,447","19,109","18,334","11,281","6,383","1,048","15","55,133","55,133","3,252","5,222","5,875","5,742","8,580","10,187","9,019","5,013","2,052","189","2","53,810","53,810","3,028","4,896","3,734","4,577","7,867","8,922","9,315","6,268","4,331","859","13","108,979","108,979","6,250","10,109","9,575","10,320","16,402","19,141","18,397","11,312","6,406","1,053","14","55,166","55,166","3,232","5,226","5,862","5,742","8,543","10,219","9,048","5,037","2,063","193","1","53,813","53,813","3,018","4,883","3,713","4,578","7,859","8,922","9,349","6,275","4,343","860","13"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","533,710","533,710","39,412","59,424","59,925","63,290","91,511","103,017","71,437","30,027","13,852","1,778","37","269,806","269,806","20,392","30,484","32,947","33,114","45,758","51,809","36,748","13,665","4,550","335","4","263,904","263,904","19,020","28,940","26,978","30,176","45,753","51,208","34,689","16,362","9,302","1,443","33","533,236","533,236","39,121","59,232","59,443","63,151","91,311","103,263","71,809","30,205","13,851","1,814","36","269,621","269,621","20,265","30,379","32,698","33,079","45,697","51,887","36,945","13,767","4,561","339","4","263,615","263,615","18,856","28,853","26,745","30,072","45,614","51,376","34,864","16,438","9,290","1,475","32","532,619","532,619","38,838","59,010","58,932","63,204","90,983","103,291","72,177","30,381","13,915","1,853","35","269,293","269,293","20,078","30,288","32,447","33,090","45,573","51,874","37,146","13,850","4,600","344","3","263,326","263,326","18,760","28,722","26,485","30,114","45,410","51,417","35,031","16,531","9,315","1,509","32","532,510","532,510","38,562","59,050","58,632","63,275","90,699","103,390","72,504","30,501","13,996","1,867","34","269,263","269,263","19,952","30,306","32,308","33,154","45,438","51,920","37,292","13,908","4,637","345","3","263,247","263,247","18,610","28,744","26,324","30,121","45,261","51,470","35,212","16,593","9,359","1,522","31"
"경상남도 장유출장소 (4825200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 밀양시 (4827000000)","101,956","101,956","4,423","7,266","7,545","7,822","11,974","17,539","22,799","13,655","7,785","1,133","15","50,321","50,321","2,259","3,793","4,375","4,220","6,350","8,990","11,323","6,262","2,522","225","2","51,635","51,635","2,164","3,473","3,170","3,602","5,624","8,549","11,476","7,393","5,263","908","13","101,806","101,806","4,368","7,252","7,455","7,796","11,937","17,546","22,822","13,689","7,788","1,139","14","50,255","50,255","2,225","3,796","4,317","4,219","6,326","9,008","11,336","6,276","2,528","222","2","51,551","51,551","2,143","3,456","3,138","3,577","5,611","8,538","11,486","7,413","5,260","917","12","101,649","101,649","4,332","7,212","7,377","7,788","11,900","17,490","22,846","13,727","7,819","1,143","15","50,203","50,203","2,206","3,793","4,289","4,226","6,314","8,959","11,352","6,307","2,534","221","2","51,446","51,446","2,126","3,419","3,088","3,562","5,586","8,531","11,494","7,420","5,285","922","13","101,535","101,535","4,292","7,203","7,341","7,765","11,853","17,462","22,874","13,733","7,847","1,149","16","50,162","50,162","2,180","3,796","4,266","4,223","6,287","8,955","11,367","6,318","2,550","218","2","51,373","51,373","2,112","3,407","3,075","3,542","5,566","8,507","11,507","7,415","5,297","931","14"
"경상남도 거제시 (4831000000)","233,930","233,930","18,696","28,332","20,136","25,996","45,978","43,244","31,614","13,121","5,808","981","24","122,508","122,508","9,670","14,731","11,575","13,482","24,616","23,702","16,172","6,434","1,937","185","4","111,422","111,422","9,026","13,601","8,561","12,514","21,362","19,542","15,442","6,687","3,871","796","20","233,531","233,531","18,504","28,242","20,002","25,681","45,909","43,439","31,691","13,248","5,804","987","24","122,311","122,311","9,557","14,716","11,475","13,341","24,573","23,803","16,212","6,508","1,937","184","5","111,220","111,220","8,947","13,526","8,527","12,340","21,336","19,636","15,479","6,740","3,867","803","19","233,181","233,181","18,319","28,138","19,810","25,586","45,750","43,518","31,850","13,373","5,823","990","24","122,107","122,107","9,452","14,658","11,376","13,282","24,509","23,812","16,315","6,564","1,945","189","5","111,074","111,074","8,867","13,480","8,434","12,304","21,241","19,706","15,535","6,809","3,878","801","19","233,103","233,103","18,113","28,189","19,685","25,471","45,714","43,654","31,980","13,455","5,826","993","23","122,029","122,029","9,350","14,668","11,281","13,248","24,477","23,882","16,377","6,606","1,948","187","5","111,074","111,074","8,763","13,521","8,404","12,223","21,237","19,772","15,603","6,849","3,878","806","18"
"경상남도 양산시 (4833000000)","355,347","355,347","28,366","35,813","34,864","44,270","61,600","61,651","51,424","24,638","11,264","1,419","38","177,750","177,750","14,589","18,218","18,726","22,835","31,433","30,845","25,428","11,327","4,014","327","8","177,597","177,597","13,777","17,595","16,138","21,435","30,167","30,806","25,996","13,311","7,250","1,092","30","355,413","355,413","28,135","35,845","34,693","44,055","61,661","61,852","51,598","24,776","11,317","1,443","38","177,795","177,795","14,479","18,256","18,617","22,747","31,482","30,933","25,509","11,400","4,036","328","8","177,618","177,618","13,656","17,589","16,076","21,308","30,179","30,919","26,089","13,376","7,281","1,115","30","355,515","355,515","28,004","35,854","34,509","44,041","61,630","61,914","51,746","24,953","11,366","1,460","38","177,828","177,828","14,412","18,288","18,513","22,747","31,459","30,967","25,575","11,463","4,062","335","7","177,687","177,687","13,592","17,566","15,996","21,294","30,171","30,947","26,171","13,490","7,304","1,125","31","355,560","355,560","27,849","35,944","34,330","44,055","61,430","61,986","51,981","25,030","11,452","1,463","40","177,915","177,915","14,315","18,360","18,449","22,749","31,381","31,004","25,681","11,527","4,108","333","8","177,645","177,645","13,534","17,584","15,881","21,306","30,049","30,982","26,300","13,503","7,344","1,130","32"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","25,440","25,440","836","1,350","1,458","1,495","2,402","4,289","6,101","3,830","3,092","571","16","12,669","12,669","459","725","882","785","1,350","2,404","3,308","1,763","885","103","5","12,771","12,771","377","625","576","710","1,052","1,885","2,793","2,067","2,207","468","11","25,395","25,395","833","1,340","1,435","1,480","2,402","4,283","6,120","3,825","3,091","569","17","12,664","12,664","461","720","870","784","1,345","2,403","3,323","1,765","886","102","5","12,731","12,731","372","620","565","696","1,057","1,880","2,797","2,060","2,205","467","12","25,351","25,351","833","1,336","1,395","1,495","2,380","4,264","6,140","3,836","3,086","570","16","12,645","12,645","463","722","849","796","1,333","2,386","3,331","1,781","881","99","4","12,706","12,706","370","614","546","699","1,047","1,878","2,809","2,055","2,205","471","12","25,354","25,354","837","1,325","1,396","1,497","2,362","4,271","6,147","3,839","3,089","575","16","12,647","12,647","467","715","853","801","1,319","2,390","3,329","1,786","884","99","4","12,707","12,707","370","610","543","696","1,043","1,881","2,818","2,053","2,205","476","12"
